"cod_proposta","cod_cliente","cod_colaborador","data_entrada_proposta","taxa_juros_mensal","valor_proposta","valor_financiamento","valor_entrada","valor_prestacao","quantidade_parcelas","carencia","status_proposta"
"441","831","22","2012-03-06 21:29:25+00:00","0.0128","41662.14","49729.71","8067.57","967.4","63","1","Aprovada"
"1175","230","22","2015-05-01 17:02:44+00:00","0.0207","26189.27","41339.86","15150.59","600.18","114","0","Aprovada"
"1693","171","22","2022-06-09 07:29:31+00:00","0.0172","137832.32","200827.95","62995.63","3895.53","55","2","Aprovada"
"1900","111","22","2019-10-30 05:15:55+00:00","0.0153","21407.75","39079.51","17671.76","404.91","109","1","Aprovada"
"1960","789","22","2020-02-27 11:47:44+00:00","0.0141","94618.14","139340.0","44721.86","1711.35","108","5","Aprovada"
"103","545","23","2020-10-12 23:19:47+00:00","0.0241","59138.72","87311.69","28172.97","2141.25","46","4","Aprovada"
"212","284","23","2010-04-05 23:29:04+00:00","0.014","41714.96","71742.4","30027.44","7297.11","6","2","Aprovada"
"394","228","23","2022-01-29 18:25:44+00:00","0.0214","136501.84","215503.84","79002.0","6708.51","27","4","Aprovada"
"492","934","23","2013-07-20 14:08:38+00:00","0.0195","50523.56","94411.57","43888.01","1590.97","50","0","Aprovada"
"644","262","23","2014-05-30 21:29:15+00:00","0.0187","4841.48","6072.16","1230.68","197.93","33","6","Aprovada"
"646","865","23","2019-05-28 12:32:52+00:00","0.0216","56963.56","79022.68","22059.12","1407.51","97","3","Aprovada"
"1117","163","23","2022-05-31 00:13:10+00:00","0.0095","122068.51","186353.63","64285.12","18107.28","7","6","Aprovada"
"1346","564","23","2019-10-16 18:06:37+00:00","0.0185","1338.95","2252.54","913.59","35.03","67","6","Aprovada"
"1359","178","23","2020-04-09 20:22:33+00:00","0.0227","93336.67","172384.14","79047.47","2742.03","66","1","Aprovada"
"1813","607","23","2010-06-11 21:10:42+00:00","0.0155","176121.08","249974.5","73853.42","3554.33","95","6","Aprovada"
"232","31","24","2016-07-12 02:25:24+00:00","0.0206","6717.59","10247.01","3529.42","216.48","50","6","Aprovada"
"410","235","24","2010-11-23 13:19:06+00:00","0.0174","105045.03","195552.16","90507.13","18589.04","6","0","Aprovada"
"539","66","24","2016-09-05 11:44:56+00:00","0.0192","119049.78","165184.97","46135.19","2661.01","103","3","Aprovada"
"844","103","24","2021-03-25 03:03:51+00:00","0.0244","83759.77","112593.5","28833.73","2245.25","100","3","Aprovada"
"869","742","24","2010-09-09 06:15:00+00:00","0.0116","115173.42","156347.13","41173.71","2327.3","74","6","Aprovada"
"1057","345","24","2018-12-02 11:26:32+00:00","0.0121","89573.82","133208.94","43635.12","1629.13","91","6","Aprovada"
"1089","539","24","2022-12-15 03:49:02+00:00","0.0234","188744.63","235327.59","46582.96","5980.02","58","5","Aprovada"
"1296","76","24","2019-10-18 16:45:06+00:00","0.0113","128762.56","212397.11","83634.55","8367.64","17","6","Aprovada"
"1505","8","24","2010-04-12 11:33:17+00:00","0.0219","67263.72","114766.43","47502.71","1865.08","72","3","Aprovada"
"799","618","25","2018-08-23 13:16:19+00:00","0.0179","2906.22","3695.82","789.6","62.65","100","6","Aprovada"
"1365","710","25","2020-04-04 01:23:26+00:00","0.0115","37744.22","69065.94","31321.72","713.39","82","5","Aprovada"
"1812","507","25","2022-04-13 21:51:20+00:00","0.0243","142957.99","169267.55","26309.56","9483.7","19","4","Aprovada"
"1852","129","25","2012-01-25 08:18:28+00:00","0.0214","50533.37","59810.97","9277.6","1295.62","85","3","Aprovada"
"1916","649","25","2017-08-01 22:41:54+00:00","0.017","185615.91","239372.09","53756.18","39037.74","5","2","Aprovada"
"1999","172","25","2018-09-23 18:10:17+00:00","0.0218","175384.05","231785.51","56401.46","8026.03","30","1","Aprovada"
"551","430","26","2013-07-10 20:41:18+00:00","0.0106","58362.56","81052.49","22689.93","1023.2","88","6","Aprovada"
"1626","513","26","2014-06-09 05:47:59+00:00","0.0086","137529.13","214897.57","77368.44","8730.4","17","2","Aprovada"
"29","538","27","2017-08-15 14:03:52+00:00","0.024","171981.1","246294.43","74313.33","4520.45","103","4","Aprovada"
"229","84","27","2015-08-30 05:42:17+00:00","0.0237","118458.24","228609.83","110151.59","3427.41","73","2","Aprovada"
"796","130","27","2013-11-22 04:33:04+00:00","0.0245","47842.76","72629.65","24786.89","1498.23","63","6","Aprovada"
"866","755","27","2018-01-10 10:51:26+00:00","0.0118","60983.76","73423.36","12439.6","61703.37","1","0","Aprovada"
"1609","462","27","2014-03-22 17:34:07+00:00","0.0132","127976.7","199943.62","71966.92","2185.99","113","4","Aprovada"
"1633","777","27","2020-10-19 11:04:57+00:00","0.0148","114343.15","184175.48","69832.33","3675.16","42","1","Aprovada"
"1014","892","28","2013-06-01 16:23:06+00:00","0.0186","70984.26","128636.52","57652.26","1809.22","71","6","Aprovada"
"1027","531","28","2016-12-17 12:43:27+00:00","0.0165","88808.13","155708.91","66900.78","2165.38","69","6","Aprovada"
"1632","353","28","2014-04-11 14:33:47+00:00","0.0163","55065.81","82963.36","27897.55","3393.49","19","5","Aprovada"
"244","897","29","2010-05-06 16:37:46+00:00","0.0193","166883.0","215072.28","48189.28","3779.63","100","1","Aprovada"
"415","809","29","2013-10-05 01:52:30+00:00","0.0147","14248.82","25973.56","11724.74","399.04","51","4","Aprovada"
"661","322","29","2016-06-07 05:12:20+00:00","0.0197","27437.23","41036.39","13599.16","951.95","43","6","Aprovada"
"1490","343","29","2019-04-15 20:24:05+00:00","0.0128","64058.78","81232.93","17174.15","1536.09","60","2","Aprovada"
"1844","194","29","2022-07-31 01:48:53+00:00","0.0183","33538.98","62563.05","29024.07","1005.28","52","3","Aprovada"
"344","321","30","2016-01-08 13:45:59+00:00","0.0084","106031.55","131782.86","25751.31","1613.43","96","2","Aprovada"
"717","745","30","2019-08-31 16:50:05+00:00","0.0205","160500.6","205409.47","44908.87","4942.34","54","3","Aprovada"
"1395","113","30","2012-08-21 12:34:22+00:00","0.0105","174234.15","219599.1","45364.95","3204.52","81","5","Aprovada"
"1525","38","30","2010-05-11 13:57:51+00:00","0.0238","82323.93","159786.54","77462.61","2250.03","87","1","Aprovada"
"517","214","31","2016-12-16 00:37:43+00:00","0.0118","111572.82","153338.99","41766.17","1756.61","118","0","Aprovada"
"571","91","31","2013-03-12 01:04:48+00:00","0.0212","166245.34","234298.09","68052.75","4067.23","96","4","Aprovada"
"632","27","31","2018-03-08 03:56:29+00:00","0.0231","51916.82","97820.47","45903.65","1292.81","115","1","Aprovada"
"1947","25","31","2019-10-13 04:55:16+00:00","0.0155","38412.7","57038.14","18625.44","925.7","67","2","Aprovada"
"127","543","32","2010-03-30 19:16:31+00:00","0.0237","105249.32","190305.51","85056.19","107743.73","1","1","Aprovada"
"241","622","32","2020-05-29 09:53:02+00:00","0.0249","138378.45","210778.11","72399.66","4730.2","53","0","Aprovada"
"532","233","32","2010-06-19 10:22:36+00:00","0.0201","82398.31","162916.81","80518.5","1957.74","94","3","Aprovada"
"807","198","32","2019-08-12 10:18:04+00:00","0.0211","122758.14","144641.6","21883.46","7032.49","22","3","Aprovada"
"1307","456","32","2010-04-17 20:23:09+00:00","0.022","40720.83","55404.42","14683.59","981.65","112","4","Aprovada"
"1704","469","32","2019-12-28 08:48:19+00:00","0.0107","88559.03","126308.79","37749.76","4203.61","24","6","Aprovada"
"1801","245","32","2014-08-15 14:10:10+00:00","0.0106","113789.99","164380.18","50590.19","2116.79","80","1","Aprovada"
"330","621","33","2017-11-10 20:03:05+00:00","0.0164","11082.1","16645.08","5562.98","297.59","58","4","Aprovada"
"367","119","33","2018-05-20 15:41:42+00:00","0.0159","146630.94","184393.24","37762.3","3635.27","65","2","Aprovada"
"611","483","33","2016-07-30 09:42:14+00:00","0.0119","137328.72","179932.71","42603.99","2381.19","98","3","Aprovada"
"630","507","33","2018-09-14 07:13:05+00:00","0.0173","117524.96","153134.66","35609.7","2389.14","111","2","Aprovada"
"1273","879","33","2017-10-18 23:41:49+00:00","0.0162","46211.83","73390.74","27178.91","905.77","109","4","Aprovada"
"1761","754","33","2019-06-28 21:41:31+00:00","0.0184","99966.57","196939.35","96972.78","5566.62","22","6","Aprovada"
"30","597","34","2015-06-12 18:00:04+00:00","0.0198","6994.27","12559.56","5565.29","660.56","12","0","Aprovada"
"652","820","34","2017-10-21 01:53:05+00:00","0.018","134896.61","235065.04","100168.43","3213.1","79","1","Aprovada"
"910","674","34","2022-04-23 03:15:25+00:00","0.0236","15301.5","19535.75","4234.25","4053.71","4","3","Aprovada"
"942","996","34","2017-07-17 01:38:56+00:00","0.0208","27171.22","39834.81","12663.59","1825.15","18","1","Aprovada"
"1329","408","34","2012-12-24 15:49:55+00:00","0.0114","66375.29","93476.75","27101.46","1723.47","51","0","Aprovada"
"1449","86","34","2010-11-19 22:12:37+00:00","0.0167","71251.06","96174.12","24923.06","1592.74","83","3","Aprovada"
"625","928","35","2010-06-07 18:21:16+00:00","0.0143","96230.7","164544.85","68314.15","16850.67","6","2","Aprovada"
"773","853","35","2015-10-30 01:22:06+00:00","0.0152","52439.15","98620.47","46181.32","964.73","116","1","Aprovada"
"1150","448","35","2011-01-17 21:57:55+00:00","0.0239","177185.45","228871.58","51686.13","9496.32","25","5","Aprovada"
"220","348","36","2011-04-20 11:20:44+00:00","0.0167","140109.12","206360.66","66251.54","2914.9","98","4","Aprovada"
"531","350","36","2022-07-22 20:55:01+00:00","0.0219","30191.21","41208.08","11016.87","1294.52","33","2","Aprovada"
"1228","178","36","2020-07-13 08:18:58+00:00","0.0175","121580.95","150264.55","28683.6","3423.47","56","6","Aprovada"
"1448","255","36","2016-07-28 11:52:04+00:00","0.0126","180840.88","226713.08","45872.2","4413.55","58","0","Aprovada"
"1887","367","36","2022-08-29 00:32:50+00:00","0.0213","155841.28","207527.6","51686.32","5492.07","44","5","Aprovada"
"169","992","37","2017-04-04 09:33:29+00:00","0.0248","143912.43","179264.45","35352.02","4011.39","90","3","Aprovada"
"514","720","37","2022-07-08 02:07:37+00:00","0.0208","175097.39","228404.09","53306.7","4802.24","69","6","Aprovada"
"688","446","37","2018-10-11 11:22:09+00:00","0.0115","160417.47","212662.97","52245.5","41263.96","4","5","Aprovada"
"995","691","37","2015-10-06 21:20:05+00:00","0.0171","38630.93","75077.5","36446.57","950.72","70","0","Aprovada"
"1093","53","37","2016-02-03 09:45:56+00:00","0.0144","22818.67","33318.64","10499.97","692.52","45","5","Aprovada"
"1316","691","37","2021-06-29 02:13:08+00:00","0.0159","32267.98","44016.38","11748.4","660.68","95","4","Aprovada"
"1440","22","37","2015-08-25 06:44:30+00:00","0.018","119168.44","150234.62","31066.18","8199.45","17","5","Aprovada"
"166","797","38","2018-03-09 21:36:48+00:00","0.0131","29005.84","51685.61","22679.77","2441.14","13","4","Aprovada"
"264","883","38","2018-11-06 13:26:33+00:00","0.011","39658.66","51024.31","11365.65","1439.59","33","0","Aprovada"
"454","767","38","2021-03-22 17:46:56+00:00","0.0218","60002.52","117827.92","57825.4","2379.4","37","5","Aprovada"
"703","508","38","2014-01-20 01:00:47+00:00","0.0236","120208.59","189100.49","68891.9","4480.11","43","1","Aprovada"
"994","117","38","2019-03-21 02:52:55+00:00","0.0137","15485.55","24251.63","8766.08","735.73","25","5","Aprovada"
"1199","454","38","2015-07-03 00:57:37+00:00","0.0234","153068.18","186991.14","33922.96","156649.98","1","5","Aprovada"
"1426","226","38","2014-05-22 23:34:37+00:00","0.0157","203774.31","243811.26","40036.95","4675.63","74","6","Aprovada"
"1752","455","38","2021-03-30 22:07:32+00:00","0.0139","109165.3","204223.76","95058.46","5578.01","23","0","Aprovada"
"208","551","39","2018-01-02 03:48:45+00:00","0.0117","42886.3","82355.14","39468.84","768.37","91","6","Aprovada"
"615","292","39","2016-01-13 07:15:42+00:00","0.0118","105203.2","130136.29","24933.09","2121.53","75","3","Aprovada"
"1723","74","39","2019-10-05 15:46:01+00:00","0.0123","9475.49","11149.75","1674.26","221.74","61","0","Aprovada"
"1746","599","39","2012-10-05 07:22:25+00:00","0.0211","10378.52","13825.63","3447.11","364.38","44","1","Aprovada"
"1834","268","39","2015-10-28 16:09:35+00:00","0.0113","108807.51","130524.11","21716.6","1821.75","100","3","Aprovada"
"159","873","40","2011-12-15 22:35:43+00:00","0.0245","61178.43","74835.28","13656.85","4443.33","17","2","Aprovada"
"1894","850","40","2015-02-11 17:48:22+00:00","0.0184","15592.7","19794.48","4201.78","337.59","104","6","Aprovada"
"429","204","41","2014-01-31 01:43:40+00:00","0.0098","6991.14","9489.28","2498.14","103.1","112","5","Aprovada"
"786","957","41","2020-02-20 02:01:51+00:00","0.0211","94878.85","163065.82","68186.97","2362.75","90","1","Aprovada"
"826","760","41","2012-04-30 02:24:26+00:00","0.0149","162257.88","226427.62","64169.74","3054.56","106","5","Aprovada"
"1461","606","41","2015-10-07 18:41:47+00:00","0.0107","49796.93","78784.47","28987.54","25298.8","2","1","Aprovada"
"445","118","42","2020-05-18 22:01:16+00:00","0.0172","33240.82","40267.83","7027.01","663.51","116","2","Aprovada"
"1239","27","42","2022-05-06 23:32:01+00:00","0.0171","21903.3","42712.26","20808.96","453.67","103","6","Aprovada"
"884","429","43","2016-07-01 05:23:40+00:00","0.0102","87781.93","169487.11","81705.18","1277.1","119","3","Aprovada"
"1174","389","43","2018-03-10 21:33:05+00:00","0.0096","45133.66","53404.0","8270.34","1140.82","50","6","Aprovada"
"1179","659","43","2013-07-24 03:51:56+00:00","0.0219","4654.68","7574.38","2919.7","218.53","29","0","Aprovada"
"1255","636","43","2016-04-30 22:20:22+00:00","0.0219","118803.36","202872.82","84069.46","3354.1","69","4","Aprovada"
"1281","30","43","2014-07-12 15:44:07+00:00","0.0181","138998.52","234244.23","95245.71","8015.43","21","6","Aprovada"
"1843","877","43","2015-01-31 12:45:59+00:00","0.0095","14591.99","22214.07","7622.08","320.18","60","6","Aprovada"
"77","627","44","2014-06-04 02:03:48+00:00","0.0118","141470.62","214578.34","73107.72","11802.32","13","6","Aprovada"
"96","220","44","2019-07-16 10:45:50+00:00","0.0188","159669.25","188629.98","28960.73","6537.49","33","1","Aprovada"
"119","822","44","2010-01-01 10:18:49+00:00","0.0181","76158.68","120331.33","44172.65","1830.16","78","6","Aprovada"
"501","392","44","2016-01-06 01:44:45+00:00","0.0156","57012.83","85488.95","28476.12","1244.62","81","1","Aprovada"
"634","696","45","2010-10-18 06:27:39+00:00","0.018","57267.22","94125.29","36858.07","1248.06","98","5","Aprovada"
"1060","973","45","2013-03-03 12:07:42+00:00","0.0181","55162.33","97950.92","42788.59","1193.4","101","1","Aprovada"
"1347","116","45","2017-12-22 11:22:34+00:00","0.0246","168528.93","225773.97","57245.04","5672.93","54","1","Aprovada"
"1427","483","45","2010-09-15 21:29:54+00:00","0.023","79583.05","99754.25","20171.2","2236.81","75","3","Aprovada"
"343","58","46","2011-09-27 00:04:24+00:00","0.0216","97817.89","175932.38","78114.49","3183.27","51","3","Aprovada"
"1054","844","46","2014-07-27 17:14:46+00:00","0.0096","12756.53","24664.06","11907.53","267.71","64","2","Aprovada"
"1375","95","46","2022-07-22 20:39:18+00:00","0.0138","113466.12","158048.23","44582.11","3113.53","51","2","Aprovada"
"1699","398","46","2016-08-20 11:15:30+00:00","0.0243","113319.56","180095.69","66776.13","3508.35","64","5","Aprovada"
"250","794","47","2020-05-19 03:39:01+00:00","0.0155","148973.4","178047.17","29073.77","11207.23","15","0","Aprovada"
"1010","430","47","2013-06-05 11:43:21+00:00","0.0124","14371.03","26635.47","12264.44","576.58","30","3","Aprovada"
"1410","840","47","2014-06-04 20:30:34+00:00","0.0154","189484.99","233508.24","44023.25","4861.29","60","6","Aprovada"
"1549","658","47","2020-11-23 03:50:19+00:00","0.0247","58686.45","110594.38","51907.93","1631.0","90","6","Aprovada"
"1989","914","47","2010-12-10 09:41:23+00:00","0.0196","99503.67","198915.94","99412.27","3003.11","54","2","Aprovada"
"504","932","48","2013-11-03 22:05:37+00:00","0.0225","108235.58","149449.25","41213.67","19486.19","6","0","Aprovada"
"590","443","48","2017-01-01 19:40:05+00:00","0.0142","77985.92","147389.48","69403.56","16267.87","5","4","Aprovada"
"952","40","48","2015-05-28 01:04:06+00:00","0.0169","87516.6","121981.1","34464.5","2403.82","57","5","Aprovada"
"1104","938","48","2016-09-25 19:11:45+00:00","0.0089","99604.28","189103.76","89499.48","1776.55","78","3","Aprovada"
"1435","699","48","2014-03-21 03:08:24+00:00","0.0209","3659.28","4408.73","749.45","89.56","93","1","Aprovada"
"1479","934","48","2022-04-07 00:51:09+00:00","0.01","34973.73","62997.85","28024.12","878.78","51","5","Aprovada"
"689","80","49","2011-05-13 16:15:02+00:00","0.0227","159783.16","201322.86","41539.7","14331.61","13","6","Aprovada"
"791","542","49","2016-02-29 10:11:10+00:00","0.0197","125304.94","188872.35","63567.41","64509.87","2","0","Aprovada"
"861","261","49","2019-08-18 08:14:47+00:00","0.0186","122367.54","181496.9","59129.36","3234.47","66","3","Aprovada"
"1321","208","49","2021-04-19 23:12:43+00:00","0.0144","33511.77","48519.58","15007.81","846.89","59","2","Aprovada"
"1690","96","49","2018-09-28 23:05:57+00:00","0.0229","120462.05","240896.16","120434.11","4115.7","49","4","Aprovada"
"144","962","50","2010-09-19 00:10:09+00:00","0.0226","2424.35","4049.81","1625.46","84.27","47","4","Aprovada"
"248","650","50","2013-04-26 12:34:24+00:00","0.0121","79824.4","125158.15","45333.75","1518.93","84","2","Aprovada"
"633","856","50","2022-03-09 18:28:51+00:00","0.0203","18163.39","32862.38","14698.99","439.27","91","5","Aprovada"
"90","413","51","2017-07-11 10:38:56+00:00","0.0172","72237.78","110221.47","37983.69","5203.04","16","4","Aprovada"
"358","813","51","2016-04-29 07:28:44+00:00","0.0247","48201.85","68406.81","20204.96","1970.07","38","3","Aprovada"
"690","504","51","2011-09-04 23:17:00+00:00","0.0227","147949.08","202456.02","54506.94","5424.83","43","2","Aprovada"
"1408","660","51","2021-08-18 15:58:09+00:00","0.0224","16288.5","20309.99","4021.49","398.99","111","5","Aprovada"
"280","442","52","2010-07-02 13:05:30+00:00","0.0156","93425.41","146359.1","52933.69","2861.27","46","5","Aprovada"
"293","583","52","2013-07-17 05:07:23+00:00","0.0154","109223.76","157513.32","48289.56","7351.67","17","0","Aprovada"
